 No. , date , time , model , code , Barcode ,Total Rank  ,Upper amount (g), angle (deg), rank ,Lower amount (g), angle (deg), rank ,UP+LO amount (g), rank ,Static amount (g), angle (deg), rank ,Couple amount (g), angle (deg), rank ,LRO-T OA amount (mm), angle (deg), rank ,LRO-B OA amount (mm), angle (deg), rank ,RRO1 OA amount (mm), angle (deg), rank ,RRO2 OA amount (mm), angle (deg), rank ,RRO3 OA amount (mm), angle (deg), rank ,LRO-T 1st amount (mm), angle (deg), rank ,LRO-B 1st amount (mm), angle (deg), rank ,RRO1 1st amount (mm), angle (deg), rank ,RRO2 1st amount (mm), angle (deg), rank ,RRO3 1st amount (mm), angle (deg), rank ,LRO-T 2nd amount (mm), angle (deg), rank ,LRO-B 2nd amount (mm), angle (deg), rank ,RRO1 2nd amount (mm), angle (deg), rank ,RRO2 2nd amount (mm), angle (deg), rank ,RRO3 2nd amount (mm), angle (deg), rank ,LRO-T Nth amount (mm), angle (deg), rank ,LRO-B Nth amount (mm), angle (deg), rank ,RRO1 Nth amount (mm), angle (deg), rank ,RRO2 Nth amount (mm), angle (deg), rank ,RRO3 Nth amount (mm), angle (deg), rank ,LRO-T Bulge amount (mm), angle (deg), rank ,LRO-B Bulge amount (mm), angle (deg), rank ,LRO-T Dent amount (mm), angle (deg), rank ,LRO-B Dent amount (mm), angle (deg), rank ,Circuly value (mm), rank ,OuterDiameter1 value (mm), rank ,OuterDiameter2 value (mm), rank ,OuterDiameter3 value (mm), rank ,RO TOTAL  ,Meas.Pressure value (Kg/f),Weight value (Kg), rank ,Width value (mm), rank 
395148,2023/11/23,08:28:38,102,185/65R14           ,148658,A,28.768,135.6,A,9.047,157.8,A,37.815,A,37.301,140.9,A,20.677,126.1,A,0.718,86.2,A,0.7,206.2,A,0,0,A,0.376,87.5,A,0,0,A,0.439,146.1,A,0.385,220.3,A,0,0,A,0.18,76.6,A,0,0,A,0.189,146,A,0.193,341.3,A,0,0,A,0.04,123.8,A,0,0,A,0.034,146,A,0.094,341.3,A,0,0,A,0.041,122.3,A,0,0,A,0.353,252.9,A,0.336,74,A,0.292,95.8,A,0.657,94.7,A,0.191,A,0,A,600.215,A,0,A,A,0,0,OK,0,A
395149,2023/11/23,08:29:30,102,185/65R14           ,148723,A,35.756,337.4,A,20.456,269.7,A,56.212,A,47.45,313.9,A,33.799,11.5,A,0.736,40,A,1.305,164.3,A,0,0,A,0.925,305.2,A,0,0,A,0.156,333.3,A,0.892,191.4,A,0,0,A,0.516,14.6,A,0,0,A,0.483,144,A,0.215,314,A,0,0,A,0.3,220.3,A,0,0,A,0.046,144,A,0.028,314,A,0,0,A,0.082,220.2,A,0,0,A,0.482,0.3,A,0.588,359.9,A,0.298,5.8,A,0.514,32.4,A,0.439,A,0,A,600.179,A,0,A,A,0,0,OK,0,A
395150,2023/11/23,08:30:03,102,185/65R14           ,148744,A,33.643,41.7,A,22.637,36.2,A,56.28,A,56.217,39.5,A,11.323,52.8,A,0.742,33.8,A,0.571,203.6,A,0,0,A,0.742,340.2,A,0,0,A,0.191,13.4,A,0.237,181.8,A,0,0,A,0.484,34,A,0,0,A,0.116,107,A,0.278,331.2,A,0,0,A,0.189,291.1,A,0,0,A,0.108,107,A,0.098,331.2,A,0,0,A,0.055,290.6,A,0,0,A,0.581,1.8,A,0.583,359.5,A,0.381,93.6,A,0.381,4.4,A,0.285,A,0,A,600.372,A,0,A,A,0,0,OK,0,A
395151,2023/11/23,08:30:35,102,185/65R14           ,148740,A,10.65,25.5,A,9.408,38.8,A,20.059,A,19.924,31.8,A,2.637,330.1,A,0.724,84.2,A,1.081,165.3,A,0,0,A,0.889,339.7,A,0,0,A,0.264,106.4,A,0.446,149.4,A,0,0,A,0.53,39.2,A,0,0,A,0.115,193.3,A,0.255,359.4,A,0,0,A,0.246,266.9,A,0,0,A,0.131,193.3,A,0.143,359.4,A,0,0,A,0.098,265.6,A,0,0,A,0.625,116.2,A,0.61,0.6,A,0.705,132.7,A,0.44,6.7,A,0.404,A,0,A,600.336,A,0,A,A,0,0,OK,0,A
395152,2023/11/23,08:31:07,102,185/65R14           ,148741,A,13.393,277.6,A,20.019,324.7,A,33.412,A,30.746,306.1,A,14.659,186.7,A,0.826,238.8,A,0.735,184,A,0,0,A,0.626,338.9,A,0,0,A,0.229,189,A,0.197,210.4,A,0,0,A,0.382,6.9,A,0,0,A,0.166,110.4,A,0.132,4,A,0,0,A,0.099,265.3,A,0,0,A,0.13,110.4,A,0.105,4,A,0,0,A,0.053,265.3,A,0,0,A,0.439,350.3,A,0.249,359.9,A,0.42,1.8,A,0.498,89.5,A,0.213,A,0,A,600.337,A,0,A,A,0,0,OK,0,A
395153,2023/11/23,08:31:39,102,185/65R14           ,148652,A,28.9,96.9,A,7.155,308.3,A,36.055,A,23.09,87.7,A,35.208,103,A,0.506,82.5,A,0.907,221.3,A,0,0,A,1.11,339.6,A,0,0,A,0.208,45.9,A,0.31,249.8,A,0,0,A,0.681,29.5,A,0,0,A,0.183,212.9,A,0.112,316.7,A,0,0,A,0.216,275.4,A,0,0,A,0.055,212.9,A,0.016,316.7,A,0,0,A,0.115,274.5,A,0,0,A,0.282,185.1,A,0.345,6.3,A,0.264,15.9,A,0.658,91.8,A,0.459,A,0,A,600.071,A,0,A,A,0,0,OK,0,A
395154,2023/11/23,08:32:27,102,185/65R14           ,148642,E,49.2,272.9,A,39.315,296.7,A,88.515,A,86.637,283.4,E,20.656,222.7,A,0.564,78.5,A,0.912,159.8,A,0,0,A,0.527,311.7,A,0,0,A,0.257,176.9,A,0.747,208.5,A,0,0,A,0.225,339.4,A,0,0,A,0.018,269.5,A,0.188,313.2,A,0,0,A,0.139,213,A,0,0,A,0.064,269.5,A,0.078,313.2,A,0,0,A,0.026,213.8,A,0,0,A,0.265,75.6,A,0.578,2.7,A,0.22,221.6,A,0.58,92.2,A,0.256,A,0,A,600.281,A,0,A,A,0,0,OK,0,A
395155,2023/11/23,08:32:51,102,185/65R14           ,148747,A,21.243,160.6,A,22.286,185.4,A,43.529,A,42.512,173.3,A,9.413,76.8,A,0.888,98.3,A,1.133,150,A,0,0,A,0.687,341.1,A,0,0,A,0.509,151.9,A,0.637,180.5,A,0,0,A,0.517,48.7,A,0,0,A,0.304,175.1,A,0.347,330.1,A,0,0,A,0.187,319.1,A,0,0,A,0.072,175.1,A,0.25,330.1,A,0,0,A,0.051,319.2,A,0,0,A,0.431,100.9,A,0.212,45.3,A,0.499,93.2,A,0.664,90.2,A,0.312,A,0,A,600.081,A,0,A,A,0,0,OK,0,A
395156,2023/11/23,08:33:29,102,185/65R14           ,148638,A,9.9,72.8,A,15.176,323.5,A,25.076,A,15.132,1.7,A,20.68,116.7,A,0.757,104.7,A,1.036,250.2,A,0,0,A,0.579,53.5,A,0,0,A,0.298,140.6,A,0.466,243.3,A,0,0,A,0.399,23.4,A,0,0,A,0.169,232.6,A,0.243,4.2,A,0,0,A,0.086,172.9,A,0,0,A,0.028,232.6,A,0.1,4.2,A,0,0,A,0.063,169.9,A,0,0,A,0.379,0.7,A,0.545,359.8,A,0.268,5.5,A,0.543,92.8,A,0.285,A,0,A,599.794,A,0,A,A,0,0,OK,0,A
395157,2023/11/23,08:34:06,102,185/65R14           ,148635,A,18.043,51.6,A,7.847,316.2,A,25.89,A,18.984,27.3,A,20.343,74.2,A,1.005,86.6,A,0.994,190.4,A,0,0,A,0.71,336.6,A,0,0,A,0.785,83.5,A,0.615,193.2,A,0,0,A,0.46,31.8,A,0,0,A,0.278,138.5,A,0.198,334.4,A,0,0,A,0.218,265.9,A,0,0,A,0.046,138.5,A,0.068,334.4,A,0,0,A,0.068,266.1,A,0,0,A,0.387,11.1,A,0.385,83.5,A,0.34,92.1,A,0.752,90.8,A,0.3,A,0,A,599.979,A,0,A,A,0,0,OK,0,A
395158,2023/11/23,08:34:38,102,185/65R14           ,148636,A,8.001,357.9,A,18.004,341.1,A,26.004,A,25.767,346.3,A,10.6,148.5,A,0.594,97.6,A,0.767,105.9,A,0,0,A,0.887,342.2,A,0,0,A,0.091,64.3,A,0.104,84.1,A,0,0,A,0.71,29.1,A,0,0,A,0.306,183.5,A,0.429,289.2,A,0,0,A,0.246,276.7,A,0,0,A,0.037,183.5,A,0.029,289.2,A,0,0,A,0.081,276.5,A,0,0,A,0.311,101.3,A,0.56,104.4,A,0.312,96.5,A,0.653,95,A,0.343,A,0,A,599.924,A,0,A,A,0,0,OK,0,A
395159,2023/11/23,08:35:10,102,185/65R14           ,148738,A,13.845,324.2,A,12.255,282.7,A,26.1,A,24.408,304.8,A,9.38,24.3,A,0.832,98.8,A,1.293,216.1,A,0,0,A,0.512,341.7,A,0,0,A,0.245,118.5,A,0.822,205.3,A,0,0,A,0.219,60.6,A,0,0,A,0.053,124.8,A,0.316,326.8,A,0,0,A,0.137,349.6,A,0,0,A,0.056,124.8,A,0.064,326.8,A,0,0,A,0.021,349.5,A,0,0,A,0.348,149.3,A,0.52,103.3,A,0.324,95.6,A,0.574,94.1,A,0.253,A,0,A,600.372,A,0,A,A,0,0,OK,0,A
395160,2023/11/23,08:36:09,102,185/65R14           ,148649,A,26.285,13.9,A,41.293,349.2,A,67.578,A,66.096,358.7,A,20.576,137,A,0.62,197.3,A,0.87,262.5,A,0,0,A,1.074,56.7,A,0,0,A,0.405,192.2,A,0.512,271.1,A,0,0,A,0.764,16.7,A,0,0,A,0.132,117.2,A,0.117,50,A,0,0,A,0.27,150.9,A,0,0,A,0.039,117.2,A,0.085,50,A,0,0,A,0.029,150.9,A,0,0,A,0.592,1.1,A,0.611,0,A,0.402,10.2,A,0.433,95.4,A,0.398,A,0,A,600.396,A,0,A,A,0,0,OK,0,A
395161,2023/11/23,08:36:39,102,185/65R14           ,148653,A,22.859,66.6,A,21.789,6.2,A,44.648,A,38.603,37.2,A,22.458,124,A,0.762,140,A,0.947,155.7,A,0,0,A,0.852,308.3,A,0,0,A,0.456,139.9,A,0.319,263.9,A,0,0,A,0.594,329.9,A,0,0,A,0.229,186.8,A,0.385,24.8,A,0,0,A,0.111,165,A,0,0,A,0.031,186.8,A,0.054,24.8,A,0,0,A,0.103,164.5,A,0,0,A,0.447,0.4,A,0.629,359.4,A,0.216,327.6,A,0.384,90.7,A,0.372,A,0,A,599.915,A,0,A,A,0,0,OK,0,A
395162,2023/11/23,08:37:31,102,185/65R14           ,148736,E,55.682,359.7,A,54.003,356.7,A,109.685,A,109.648,358.2,E,3.314,57.7,A,0.699,115.6,A,0.861,150.6,A,0,0,A,0.993,352.1,A,0,0,A,0.185,206.6,A,0.451,220.5,A,0,0,A,0.677,11.1,A,0,0,A,0.074,170.3,A,0.018,261.1,A,0,0,A,0.064,193.1,A,0,0,A,0.099,170.3,A,0.096,261.1,A,0,0,A,0.126,191.3,A,0,0,A,0.464,115.3,A,0.409,81.5,A,0.352,216.9,A,0.627,88.2,A,0.475,A,0,A,600.177,A,0,A,A,0,0,OK,0,A
395163,2023/11/23,08:37:55,102,185/65R14           ,148477,A,12.765,78.4,A,9.859,88.1,A,22.624,A,22.543,82.6,A,3.475,49.7,A,0.481,55,A,0.649,117.4,A,0,0,A,0.717,335.7,A,0,0,A,0.129,300.1,A,0.204,158.9,A,0,0,A,0.511,20.6,A,0,0,A,0.168,128.7,A,0.152,319.5,A,0,0,A,0.083,324,A,0,0,A,0.055,128.7,A,0.059,319.5,A,0,0,A,0.081,321.1,A,0,0,A,0.295,278.9,A,0.414,95.9,A,0.319,90.4,A,0.48,288.9,A,0.309,A,0,A,600.195,A,0,A,A,0,0,OK,0,A
395164,2023/11/23,08:38:28,102,185/65R14           ,148476,A,38.961,247.9,A,12.735,170,A,51.697,A,43.457,231.3,A,38.365,266.8,A,0.847,224.8,A,0.82,148.4,A,0,0,A,0.758,60.2,A,0,0,A,0.397,239.4,A,0.412,155.5,A,0,0,A,0.263,62.7,A,0,0,A,0.178,68.8,A,0.102,216,A,0,0,A,0.207,177.9,A,0,0,A,0.03,68.8,A,0.114,216,A,0,0,A,0.046,177.4,A,0,0,A,0.475,359.6,A,0.704,359.5,A,0.371,143.5,A,0.567,352.1,A,0.397,A,0,A,600.078,A,0,A,A,0,0,OK,0,A
395165,2023/11/23,08:38:58,102,185/65R14           ,148659,A,15.62,53.3,A,9.483,65.2,A,25.103,A,24.976,57.8,A,6.635,36.1,A,0.568,83.7,A,0.884,141.6,A,0,0,A,1.004,30.1,A,0,0,A,0.3,110.2,A,0.529,176.3,A,0,0,A,0.55,17,A,0,0,A,0.071,152.5,A,0.189,3.5,A,0,0,A,0.083,208.2,A,0,0,A,0.062,152.5,A,0.01,3.5,A,0,0,A,0.061,205.7,A,0,0,A,0.409,355.8,A,0.64,2.1,A,0.315,97.6,A,0.322,356.8,A,0.341,A,0,A,600.424,A,0,A,A,0,0,OK,0,A
395166,2023/11/23,08:39:28,102,185/65R14           ,148750,A,7.962,168.9,A,14.286,223.7,A,22.248,A,19.965,204.7,A,11.677,77.6,A,0.7,77.4,A,1.007,208.5,A,0,0,A,0.587,353.8,A,0,0,A,0.215,128.8,A,0.566,212.1,A,0,0,A,0.239,54.2,A,0,0,A,0.262,184,A,0.198,350.6,A,0,0,A,0.194,323.7,A,0,0,A,0.072,184,A,0.104,350.6,A,0,0,A,0.029,322.6,A,0,0,A,0.369,104.7,A,0.592,104.8,A,0.419,24.5,A,0.84,95.2,A,0.288,A,0,A,600.15,A,0,A,A,0,0,OK,0,A
395167,2023/11/23,08:39:58,102,185/65R14           ,148746,A,28.226,329.6,A,18.432,275.1,A,46.658,A,41.726,308.5,A,23.061,10.2,A,0.775,201.2,A,1.144,202.6,A,0,0,A,0.658,97.8,A,0,0,A,0.364,162.6,A,0.886,210.8,A,0,0,A,0.397,37.1,A,0,0,A,0.061,350.9,A,0.087,322.2,A,0,0,A,0.193,218.8,A,0,0,A,0.07,350.9,A,0.05,322.2,A,0,0,A,0.064,218.8,A,0,0,A,0.488,359.4,A,0.651,358.2,A,0.385,354.7,A,0.425,7.6,A,0.284,A,0,A,600.173,A,0,A,A,0,0,OK,0,A
395168,2023/11/23,08:40:28,102,185/65R14           ,148634,A,25.033,145,A,16.342,199.3,A,41.375,A,37.032,166,A,20.396,104.5,A,0.813,99.8,A,1.002,165.8,A,0,0,A,0.813,334.8,A,0,0,A,0.336,149.1,A,0.553,215.7,A,0,0,A,0.383,19.2,A,0,0,A,0.353,173.1,A,0.283,316.7,A,0,0,A,0.241,298.1,A,0,0,A,0.042,173.1,A,0.069,316.7,A,0,0,A,0.094,298.1,A,0,0,A,0.429,215.1,A,0.268,218,A,0.372,89.6,A,0.71,91.7,A,0.406,A,0,A,599.824,A,0,A,A,0,0,OK,0,A
395169,2023/11/23,08:40:59,102,185/65R14           ,148743,A,25.359,65.4,A,8.13,317,A,33.49,A,24.063,46.7,A,28.972,80.8,A,0.909,66.4,A,1.089,222.9,A,0,0,A,0.602,110.6,A,0,0,A,0.405,130.5,A,0.717,215,A,0,0,A,0.326,48.2,A,0,0,A,0.205,131.8,A,0.121,294.6,A,0,0,A,0.13,220.8,A,0,0,A,0.064,131.8,A,0.123,294.6,A,0,0,A,0.062,219.8,A,0,0,A,0.641,0.3,A,0.723,359.2,A,0.31,310.8,A,0.541,352.7,A,0.226,A,0,A,600.331,A,0,A,A,0,0,OK,0,A
395170,2023/11/23,08:41:27,102,185/65R14           ,148633,A,39.32,7.9,A,26.97,354.2,A,66.29,A,65.833,2.4,A,14.592,33.9,A,0.736,122.4,A,0.861,154.1,A,0,0,A,0.784,80.9,A,0,0,A,0.338,150.7,A,0.325,197.2,A,0,0,A,0.523,22.2,A,0,0,A,0.148,105.6,A,0.075,307.9,A,0,0,A,0.315,200.5,A,0,0,A,0.032,105.6,A,0.033,307.9,A,0,0,A,0.027,200.5,A,0,0,A,0.441,2.5,A,0.716,1.9,A,0.302,59.5,A,0.341,93.3,A,0.337,A,0,A,599.802,A,0,A,A,0,0,OK,0,A
395171,2023/11/23,08:41:59,102,185/65R14           ,148630,A,22.589,309.5,A,45.173,285.4,A,67.761,A,66.432,293.4,A,26.238,84.8,A,0.745,111.9,A,0.992,140.4,A,0,0,A,0.831,306.6,A,0,0,A,0.5,125.7,A,0.571,201.2,A,0,0,A,0.554,306.4,A,0,0,A,0.137,113.9,A,0.296,311.6,A,0,0,A,0.244,30.2,A,0,0,A,0.074,113.9,A,0.106,311.6,A,0,0,A,0.088,30.2,A,0,0,A,0.233,203.7,A,0.139,217.2,A,0.329,55.1,A,0.696,55.6,A,0.417,A,0,A,599.888,A,0,A,A,0,0,OK,0,A
395172,2023/11/23,08:42:27,102,185/65R14           ,148575,A,20.577,322.4,A,15.31,248.3,A,35.887,A,28.82,291.7,A,22.024,4.4,A,0.655,254.7,A,0.949,170.9,A,0,0,A,0.586,20,A,0,0,A,0.28,151.1,A,0.489,177.8,A,0,0,A,0.284,1.1,A,0,0,A,0.238,144.5,A,0.064,220.1,A,0,0,A,0.02,207.5,A,0,0,A,0.03,144.5,A,0.095,220.1,A,0,0,A,0.087,216.1,A,0,0,A,0.331,198.5,A,0.883,173.5,A,0.397,49,A,0.674,48.3,A,0.245,A,0,A,600.184,A,0,A,A,0,0,OK,0,A
395173,2023/11/23,08:42:55,102,185/65R14           ,148632,A,10.993,75.8,A,9.867,358.9,A,20.86,A,16.348,39.8,A,13.006,123.5,A,0.561,246.5,A,0.715,232.3,A,0,0,A,0.674,18.7,A,0,0,A,0.235,243.8,A,0.246,277.6,A,0,0,A,0.451,38.7,A,0,0,A,0.091,139.4,A,0.023,307.7,A,0,0,A,0.108,299.5,A,0,0,A,0.069,139.4,A,0.078,307.7,A,0,0,A,0.039,299.5,A,0,0,A,0.33,2.8,A,0.507,2,A,0.305,234.1,A,0.402,356.4,A,0.204,A,0,A,599.765,A,0,A,A,0,0,OK,0,A
395174,2023/11/23,08:43:26,102,185/65R14           ,148491,A,21.127,208.1,A,7.151,226.7,A,28.277,A,27.996,212.7,A,14.532,199,A,0.407,256.8,A,0.9,141.7,A,0,0,A,0.715,338,A,0,0,A,0.132,221.3,A,0.583,194.2,A,0,0,A,0.48,357.1,A,0,0,A,0.062,204.6,A,0.204,274,A,0,0,A,0.153,163.3,A,0,0,A,0.075,204.6,A,0.059,274,A,0,0,A,0.107,163.3,A,0,0,A,0.372,87.8,A,0.349,82.5,A,0.418,93.7,A,0.696,90.6,A,0.302,A,0,A,599.899,A,0,A,A,0,0,OK,0,A
395175,2023/11/23,08:43:59,102,185/65R14           ,148660,A,9.537,200.1,A,12.506,287.2,A,22.043,A,16.115,250.9,A,15.33,145.6,A,0.949,249.8,A,1.086,9.5,A,0,0,A,0.589,54.9,A,0,0,A,0.533,185,A,0.528,339.2,A,0,0,A,0.082,359.6,A,0,0,A,0.405,136.8,A,0.168,38.7,A,0,0,A,0.313,137.7,A,0,0,A,0.077,136.8,A,0.065,38.7,A,0,0,A,0.072,137.8,A,0,0,A,0.418,0.1,A,0.459,359.5,A,0.386,197.2,A,0.55,94.5,A,0.5,A,0,A,600.103,A,0,A,A,0,0,OK,0,A
395176,2023/11/23,08:44:29,102,185/65R14           ,148637,A,14.418,128.3,A,6.721,10,A,21.139,A,12.702,100.5,A,18.568,146.9,A,0.529,144.2,A,1.235,221.1,A,0,0,A,0.69,55.9,A,0,0,A,0.345,102.6,A,0.867,231.9,A,0,0,A,0.325,359.6,A,0,0,A,0.056,70.8,A,0.203,16,A,0,0,A,0.091,172.7,A,0,0,A,0.054,70.8,A,0.011,16,A,0,0,A,0.119,171.9,A,0,0,A,0.469,0,A,0.538,358.6,A,0.282,30.8,A,0.319,4.6,A,0.33,A,0,A,599.932,A,0,A,A,0,0,OK,0,A
395177,2023/11/23,08:44:59,102,185/65R14           ,148674,A,32.847,58.7,A,26.712,45.4,A,59.56,A,59.163,52.7,A,9.204,100.6,A,0.709,99.8,A,1.095,181.1,A,0,0,A,0.767,338,A,0,0,A,0.459,140.7,A,0.524,222.9,A,0,0,A,0.499,32.9,A,0,0,A,0.189,129.7,A,0.283,15,A,0,0,A,0.211,253.4,A,0,0,A,0.063,129.7,A,0.106,15,A,0,0,A,0.066,253.4,A,0,0,A,0.49,359,A,0.57,358.8,A,0.373,89.6,A,0.581,89.7,A,0.355,A,0,A,600.134,A,0,A,A,0,0,OK,0,A
395178,2023/11/23,08:45:29,102,185/65R14           ,148492,A,28.757,102,A,10.325,35.3,A,39.082,A,34.185,85.9,A,26.431,123,A,0.582,122.1,A,0.59,165.6,A,0,0,A,0.718,15.3,A,0,0,A,0.41,140.4,A,0.32,125.7,A,0,0,A,0.513,40.7,A,0,0,A,0.126,104.6,A,0.259,18.1,A,0,0,A,0.08,17.3,A,0,0,A,0.069,104.6,A,0.039,18.1,A,0,0,A,0.091,17.3,A,0,0,A,0.413,87,A,0.522,2.4,A,0.385,92.5,A,0.519,91.3,A,0.228,A,0,A,599.854,A,0,A,A,0,0,OK,0,A
395179,2023/11/23,08:46:26,102,185/65R14           ,148650,A,19.752,348.6,A,23.467,332.8,A,43.22,A,42.816,340,A,6.97,102.6,A,0.69,213,A,0.98,221.7,A,0,0,A,0.851,335.7,A,0,0,A,0.379,178.9,A,0.522,234.7,A,0,0,A,0.686,24.6,A,0,0,A,0.231,171.7,A,0.255,324.5,A,0,0,A,0.253,215.8,A,0,0,A,0.042,171.7,A,0.065,324.5,A,0,0,A,0.076,216,A,0,0,A,0.437,0.9,A,0.512,0.3,A,0.316,353.5,A,0.487,91.8,A,0.357,A,0,A,600.047,A,0,A,A,0,0,OK,0,A
395180,2023/11/23,08:47:24,102,185/65R14           ,148651,A,13.482,47.4,A,1.233,340.2,A,14.715,A,14.007,42.8,A,13.054,52.4,A,0.47,65.7,A,1.185,221.3,A,0,0,A,1.018,57.7,A,0,0,A,0.229,105.7,A,0.896,216.8,A,0,0,A,0.778,52.6,A,0,0,A,0.189,155.2,A,0.127,302.1,A,0,0,A,0.226,235.8,A,0,0,A,0.011,155.2,A,0.087,302.1,A,0,0,A,0.063,235.8,A,0,0,A,0.366,157.2,A,0.48,359.5,A,0.369,165.1,A,0.516,89,A,0.438,A,0,A,600.055,A,0,A,A,0,0,OK,0,A
395181,2023/11/23,08:47:57,102,185/65R14           ,148654,A,11.704,237.6,A,19.763,296.9,A,31.467,A,27.631,275.5,A,17.079,153,A,0.697,111.7,A,0.665,154.4,A,0,0,A,0.706,116.1,A,0,0,A,0.379,142.6,A,0.267,230.8,A,0,0,A,0.173,14.9,A,0,0,A,0.294,166,A,0.198,302.3,A,0,0,A,0.277,223,A,0,0,A,0.025,166,A,0.053,302.3,A,0,0,A,0.121,223,A,0,0,A,0.377,0.5,A,0.581,359.7,A,0.308,332,A,0.157,146.4,A,0.506,A,0,A,599.942,A,0,A,A,0,0,OK,0,A
395182,2023/11/23,08:48:30,102,185/65R14           ,148655,A,19.763,137.7,A,3.632,182,A,23.395,A,22.507,144.2,A,17.349,129.3,A,0.659,76.2,A,0.688,145.7,A,0,0,A,0.627,30.3,A,0,0,A,0.258,124.8,A,0.392,191.3,A,0,0,A,0.216,37.3,A,0,0,A,0.358,106.4,A,0.136,4,A,0,0,A,0.219,98.1,A,0,0,A,0.044,106.4,A,0.083,4,A,0,0,A,0.111,98.3,A,0,0,A,0.418,83.1,A,0.512,96.9,A,0.404,91,A,0.414,352.3,A,0.532,A,0,A,600.283,A,0,A,A,0,0,OK,0,A
395183,2023/11/23,08:49:01,102,185/65R14           ,148656,A,8.591,23.2,A,18.348,11.1,A,26.939,A,26.808,15,A,10.11,180.8,A,0.632,241.7,A,0.641,7.6,A,0,0,A,0.747,273.2,A,0,0,A,0.176,179.3,A,0.062,3.8,A,0,0,A,0.356,342.3,A,0,0,A,0.32,150.9,A,0.186,327.5,A,0,0,A,0.172,231.7,A,0,0,A,0.004,150.9,A,0.092,327.5,A,0,0,A,0.048,231.7,A,0,0,A,0.422,357.5,A,0.62,312,A,0.349,155.8,A,0.475,89.2,A,0.357,A,0,A,600.297,A,0,A,A,0,0,OK,0,A
395184,2023/11/23,08:49:34,102,185/65R14           ,148675,A,11.13,13.5,A,12.101,19,A,23.231,A,23.204,16.4,A,1.478,245.2,A,0.915,78.4,A,0.963,152.7,A,0,0,A,0.628,54.4,A,0,0,A,0.27,311.2,A,0.656,154.6,A,0,0,A,0.44,52,A,0,0,A,0.153,87.8,A,0.195,261.4,A,0,0,A,0.079,305.1,A,0,0,A,0.107,87.8,A,0.102,261.4,A,0,0,A,0.041,305.1,A,0,0,A,0.42,80.6,A,0.295,279.6,A,0.794,93.7,A,0.716,92.4,A,0.169,A,0,A,600.284,A,0,A,A,0,0,OK,0,A
395185,2023/11/23,08:50:05,102,185/65R14           ,148805,A,17.361,325.6,A,29.177,319.1,A,46.538,A,46.47,321.5,A,12.081,129.9,A,0.496,105.6,A,0.755,1.4,A,0,0,A,0.652,29.4,A,0,0,A,0.132,152.8,A,0.154,242.7,A,0,0,A,0.461,48.2,A,0,0,A,0.174,186.9,A,0.283,354.2,A,0,0,A,0.029,147.7,A,0,0,A,0.087,186.9,A,0.085,354.2,A,0,0,A,0.056,147.1,A,0,0,A,0.388,252.1,A,0.175,73.3,A,0.439,91,A,0.62,91.8,A,0.199,A,0,A,599.917,A,0,A,A,0,0,OK,0,A
395186,2023/11/23,08:50:34,102,185/65R14           ,148640,A,46.791,184,A,35.777,218.8,A,82.569,A,78.859,199,A,26.835,134.5,A,0.948,358.8,A,0.913,239.9,A,0,0,A,0.492,264.6,A,0,0,A,0.544,18.1,A,0.703,200.7,A,0,0,A,0.168,332.8,A,0,0,A,0.297,213.8,A,0.159,203.9,A,0,0,A,0.109,120.5,A,0,0,A,0.048,213.8,A,0.083,203.9,A,0,0,A,0.088,120.5,A,0,0,A,0.361,0.7,A,0.292,89.8,A,0.224,344.1,A,0.638,95.1,A,0.272,A,0,A,600.371,A,0,A,A,0,0,OK,0,A
395187,2023/11/23,08:51:02,102,185/65R14           ,148803,A,15.016,29.6,A,15.472,317.6,A,30.488,A,24.667,352.9,A,17.925,84.7,A,0.534,250.4,A,0.852,162.2,A,0,0,A,0.753,99.2,A,0,0,A,0.113,269.8,A,0.468,194.2,A,0,0,A,0.375,62.5,A,0,0,A,0.083,93.3,A,0.19,318.5,A,0,0,A,0.332,262.4,A,0,0,A,0.085,93.3,A,0.116,318.5,A,0,0,A,0.024,262.3,A,0,0,A,0.49,357.2,A,0.703,356.9,A,0.282,351.7,A,0.45,350.8,A,0.448,A,0,A,599.784,A,0,A,A,0,0,OK,0,A
395188,2023/11/23,08:51:34,102,185/65R14           ,148671,A,8.271,275.8,A,4.517,69.1,A,12.788,A,4.698,301.4,A,12.472,266.4,A,0.531,55.8,A,0.912,138.2,A,0,0,A,0.996,52.7,A,0,0,A,0.089,127.8,A,0.457,195.6,A,0,0,A,0.577,20.9,A,0,0,A,0.18,107.1,A,0.065,23.8,A,0,0,A,0.316,168.3,A,0,0,A,0.079,107.1,A,0.236,23.8,A,0,0,A,0.038,167.7,A,0,0,A,0.488,1.4,A,0.364,353.8,A,0.374,88.9,A,0.591,86.1,A,0.405,A,0,A,600.354,A,0,A,A,0,0,OK,0,A
395189,2023/11/23,08:52:04,102,185/65R14           ,148669,A,4.171,306.4,A,10.956,357.6,A,15.127,A,13.955,344.1,A,8.952,198.9,A,0.72,164.4,A,0.708,156.9,A,0,0,A,0.372,339.3,A,0,0,A,0.48,198.5,A,0.161,187.3,A,0,0,A,0.226,352.2,A,0,0,A,0.111,354.8,A,0.134,293.3,A,0,0,A,0.09,212,A,0,0,A,0.068,354.8,A,0.065,293.3,A,0,0,A,0.037,211.4,A,0,0,A,0.476,358.4,A,0.703,357.3,A,0.279,314.6,A,0.556,92.3,A,0.219,A,0,A,600.26,A,0,A,A,0,0,OK,0,A
